license,startup,phd_age,researcher_interaction,firm_cash,firm_in-kind,firm_interaction,number_of_firms,research_capacity,university_faculty,university_operations,reputation_ranking,faculty_awards,research_ranking,invention_disclosures,tto_experience,tto_staff,funding,length,distance,commercialization,staff,mid-level,full_professor,distinguished,male,female,micro,small,medium,large,university,creator,cit,mm,eet,photonics,earliest,mid-stage,latest,new_school,rising_star,laggard,old_school,firm_total,proj_funding,monthly,lt15,gte15,inventions_staff,research_faculty,in-kind_ratio
0,0,8,1,13169,29404,3,3,80498000,1573,10555,11,3,1,110,18,4.4,49654,16,689,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,42573,92227,2712.558824,1,0,25,51174.82517,0.592177871
0,0,26,0,0,31574,1,2,423384000,1778,13152,10,6.6,15,63,21,7.6,55409,40,546,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,31574,86983,3106.535714,0,1,8.289473684,238123.7345,0.569835225
0,0,,0,8003,24647,3,2,231197000,552,11621,16,7.9,14,50,16,5.7,51300,38,989,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,32650,83950,2708.064516,1,0,8.771929825,418835.1449,0.480448343
0,0,29,2,17542,31037,2,3,225719000,1550,10654,4,4.3,10,59,16,9.2,66140,8,11,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,48579,114719,7647.933333,0,1,6.413043478,145625.1613,0.469262171
0,0,,1,0,34882,0,2,141384000,908,11225,14,2.8,8,63,23,8.8,56764,25,523,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,34882,91646,3665.84,1,0,7.159090909,155709.2511,0.614509196
0,0,15,2,11546,24171,1,1,225719000,1550,10654,4,4.3,10,59,16,9.2,56930,52,348,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,35717,92647,3431.37037,0,1,6.413043478,145625.1613,0.424574038
0,0,21,1,5097,17521,0,3,225719000,1550,10654,4,4.3,10,59,16,9.2,32669,25,1129,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,22618,55287,27643.5,0,1,6.413043478,145625.1613,0.536318834
0,0,,0,58108,31372,3,1,231197000,552,11621,16,7.9,14,50,16,5.7,57302,25,283,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,89480,146782,7725.368421,1,0,8.771929825,418835.1449,0.547485254
0,0,28,2,51004,29222,3,3,423384000,1778,13152,10,6.6,15,63,21,7.6,50296,29,1070,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,80226,130522,4210.387097,0,1,8.289473684,238123.7345,0.581000477
0,0,12,1,19122,25973,1,4,52352000,931,8847,12,7.2,16,57,25,5.6,42266,27,1858,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,45095,87361,21840.25,1,0,10.17857143,56232.00859,0.614512847
0,0,10,1,5238,34385,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,55954,12,1253,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,39623,95577,3823.08,1,0,5.106382979,291400.385,0.614522644
0,0,15,0,14573,39510,2,4,225719000,1550,10654,4,4.3,10,59,16,9.2,66721,17,76,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,54083,120804,8628.857143,0,1,6.413043478,145625.1613,0.592167384
0,0,19,0,13566,26590,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,45765,23,194,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,40156,85921,21480.25,0,1,6.413043478,145625.1613,0.58101169
0,0,32,3,0,25276,0,1,141384000,908,11225,14,2.8,8,63,23,8.8,48133,3,558,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,25276,73409,14681.8,0,1,7.159090909,155709.2511,0.52512829
0,0,30,1,12839,31828,4,2,231197000,552,11621,16,7.9,14,50,16,5.7,63303,28,26,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,44667,107970,15424.28571,0,1,8.771929825,418835.1449,0.502788178
0,0,8,2,9546,30764,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,61186,23,1551,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,40310,101496,5970.352941,1,0,6.413043478,145625.1613,0.502794757
0,0,22,1,29522,33579,2,2,231197000,552,11621,16,7.9,14,50,16,5.7,55656,30,908,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,63101,118757,5398.045455,0,1,8.771929825,418835.1449,0.603331177
0,0,2,2,9017,33578,1,3,141384000,908,11225,14,2.8,8,63,23,8.8,57794,19,439,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,42595,100389,4563.136364,1,0,7.159090909,155709.2511,0.580994567
0,0,23,1,56737,25005,0,3,225719000,1550,10654,4,4.3,10,59,16,9.2,55949,12,763,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,81742,137691,5986.565217,0,1,6.413043478,145625.1613,0.446924878
0,0,13,1,64536,31998,3,1,220939000,1178,11504,13,9.9,18,47,10,11.7,63640,5,669,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,96534,160174,12321.07692,1,0,4.017094017,187554.3294,0.502796983
0,0,1,1,6545,20155,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,41950,16,1331,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,26700,68650,1806.578947,1,0,6.413043478,145625.1613,0.48045292
0,0,11,1,15055,29174,0,2,58692000,1057,8915,15,8.8,11,10,12,0.2,56764,15,532,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,44229,100993,4039.72,1,0,50,55526.9631,0.513952505
0,0,24,2,24992,29601,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,61612,19,319,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,54593,116205,6116.052632,0,1,6.413043478,145625.1613,0.480442122
0,0,25,0,7952,37015,3,2,231197000,552,11621,16,7.9,14,50,16,5.7,63710,11,973,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,44967,108677,7245.133333,0,1,8.771929825,418835.1449,0.580991995
0,0,23,2,40279,22959,1,2,231197000,552,11621,16,7.9,14,50,16,5.7,52689,31,566,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,63238,115927,3997.482759,0,1,8.771929825,418835.1449,0.435745602
0,0,,2,8392,34055,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,59765,13,199,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,42447,102212,5379.578947,1,0,6.413043478,145625.1613,0.569815109
0,0,33,1,14329,13967,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,25512,25,333,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,28296,53808,1098.122449,0,1,6.413043478,145625.1613,0.547467858
0,0,5,1,69124,31304,2,2,302765000,1039,10798,7,1.6,2,48,23,9.4,65157,27,616,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,100428,165585,16558.5,1,0,5.106382979,291400.385,0.480439554
0,0,,2,15745,32419,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,63077,28,189,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,48164,111241,15891.57143,1,0,6.413043478,145625.1613,0.513959129
0,0,,0,35178,34291,1,1,302765000,1039,10798,7,1.6,2,48,23,9.4,62634,25,575,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,69469,132103,11008.58333,1,0,5.106382979,291400.385,0.547482198
0,0,7,7,0,29719,3,1,302765000,1039,10798,7,1.6,2,48,23,9.4,56593,19,188,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,29719,86312,14385.33333,1,0,5.106382979,291400.385,0.525135618
0,0,16,1,11622,26890,2,1,154062000,1598,11470,3,4.2,6,113,22,3.3,57302,14,158,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,38512,95814,5042.842105,0,1,34.24242424,96409.26158,0.469268088
0,0,16,2,89202,31942,2,1,302765000,1039,10798,7,1.6,2,48,23,9.4,56055,23,234,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,121144,177199,6562.925926,0,1,5.106382979,291400.385,0.5698332
0,0,6,0,51604,25017,2,3,302765000,1039,10798,7,1.6,2,48,23,9.4,50888,16,282,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,76621,127509,25501.8,1,0,5.106382979,291400.385,0.491609024
0,0,12,1,65315,27456,2,1,231197000,552,11621,16,7.9,14,50,16,5.7,45506,14,830,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,92771,138277,34569.25,1,0,8.771929825,418835.1449,0.603349009
0,0,,0,25734,15685,1,1,141384000,908,11225,14,2.8,8,63,23,8.8,35095,34,238,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,41419,76514,1700.311111,1,0,7.159090909,155709.2511,0.446929762
0,0,11,2,27127,31201,2,2,37237000,691,10281,5,5.2,9,27,14,13.4,52689,22,11,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,58328,111017,3828.172414,1,0,2.014925373,53888.56729,0.592172939
0,0,26,2,56737,29381,1,1,231197000,552,11621,16,7.9,14,50,16,5.7,55949,28,1251,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,86118,142067,6176.826087,0,1,8.771929825,418835.1449,0.525138966
0,0,1,1,65601,39030,0,2,423384000,1778,13152,10,6.6,15,63,21,7.6,64690,26,190,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,104631,169321,8911.631579,1,0,8.289473684,238123.7345,0.603339001
0,0,7,1,0,34068,2,1,52352000,931,8847,12,7.2,16,57,25,5.6,62228,17,126,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,34068,96296,5068.210526,1,0,10.17857143,56232.00859,0.547470592
0,0,24,0,40610,24236,0,2,231197000,552,11621,16,7.9,14,50,16,5.7,54230,27,784,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,64846,119076,5412.545455,0,1,8.771929825,418835.1449,0.446911304
0,0,20,1,11497,32301,3,3,378428000,1772,9102,18,2.9,5,127,7,2.7,56686,10,932,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,43798,100484,5288.631579,0,1,47.03703704,213559.8194,0.569823237
0,0,10,2,11199,32810,1,3,231197000,552,11621,16,7.9,14,50,16,5.7,65256,8,2173,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,44009,109265,9933.181818,1,0,8.771929825,418835.1449,0.502789016
0,0,13,2,46206,22784,2,2,141384000,908,11225,14,2.8,8,63,23,8.8,48552,8,52,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,68990,117542,3457.117647,1,0,7.159090909,155709.2511,0.469270061
0,0,,2,17711,32082,1,3,302765000,1039,10798,7,1.6,2,48,23,9.4,66777,22,407,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,49793,116570,11657,1,0,5.106382979,291400.385,0.48043488
0,0,4,2,11901,30815,1,4,423384000,1778,13152,10,6.6,15,63,21,7.6,58680,30,337,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,42716,101396,3755.407407,1,0,8.289473684,238123.7345,0.525136333
0,0,,1,14875,28999,0,1,220939000,1178,11504,13,9.9,18,47,10,11.7,52968,7,109,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,43874,96842,4210.521739,1,0,4.017094017,187554.3294,0.547481498
0,0,5,0,92491,30679,2,2,220939000,1178,11504,13,9.9,18,47,10,11.7,62405,15,606,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,123170,185575,16870.45455,1,0,4.017094017,187554.3294,0.491611249
0,0,10,1,9900,31197,0,3,52352000,931,8847,12,7.2,16,57,25,5.6,63459,10,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,41097,104556,5502.947368,1,0,10.17857143,56232.00859,0.491608755
0,0,11,3,55793,36389,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,63861,26,548,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,92182,156043,15604.3,1,0,5.106382979,291400.385,0.569815694
0,0,,1,16156,24358,1,1,154062000,1598,11470,3,4.2,6,113,22,3.3,54502,2,178,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40514,95016,3393.428571,1,0,34.24242424,96409.26158,0.446919379
0,0,14,1,28038,32249,0,3,423384000,1778,13152,10,6.6,15,63,21,7.6,54459,25,22,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,60287,114746,4988.956522,1,0,8.289473684,238123.7345,0.592170257
0,0,,0,12980,30748,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,63999,22,337,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,43728,107727,7694.785714,1,0,5.106382979,291400.385,0.480445007
0,0,9,1,34147,31866,0,2,52352000,931,8847,12,7.2,16,57,25,5.6,66326,21,1062,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,66013,132339,12030.81818,1,0,10.17857143,56232.00859,0.480445074
0,0,11,1,10463,25939,2,2,154062000,1598,11470,3,4.2,6,113,22,3.3,51590,13,1277,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,36402,87992,2933.066667,1,0,34.24242424,96409.26158,0.502791239
0,0,18,1,8806,16817,4,1,52352000,931,8847,12,7.2,16,57,25,5.6,37629,19,551,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,25623,63252,21084,0,1,10.17857143,56232.00859,0.446915943
0,0,12,3,0,33877,2,4,423384000,1778,13152,10,6.6,15,63,21,7.6,57209,8,524,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,33877,91086,4337.428571,1,0,8.289473684,238123.7345,0.592162072
0,0,27,1,60466,37625,0,1,231197000,552,11621,16,7.9,14,50,16,5.7,63537,15,983,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,98091,161628,16162.8,0,1,8.771929825,418835.1449,0.592174638
0,0,12,2,11015,39443,1,1,141384000,908,11225,14,2.8,8,63,23,8.8,64185,15,956,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,50458,114643,11464.3,1,0,7.159090909,155709.2511,0.614520527
0,0,29,2,14090,22703,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,37629,19,1276,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,36793,74422,24807.33333,0,1,34.24242424,96409.26158,0.603337851
0,0,18,1,21972,28192,12,3,231197000,552,11621,16,7.9,14,50,16,5.7,58680,20,1338,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,50164,108844,4031.259259,0,1,8.771929825,418835.1449,0.480436265
0,0,16,0,16105,24349,3,2,225719000,1550,10654,4,4.3,10,59,16,9.2,57349,16,1148,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,40454,97803,3761.653846,0,1,6.413043478,145625.1613,0.424575843
0,0,11,0,0,75883,1,1,378428000,1772,9102,18,2.9,5,127,7,2.7,61186,5,221,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,75883,137069,8062.882353,1,0,47.03703704,213559.8194,1.240202007
0,0,,1,0,60406,1,2,37237000,691,10281,5,5.2,9,27,14,13.4,56317,17,199,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,60406,116723,4168.678571,1,0,2.014925373,53888.56729,1.072606851
0,0,,2,28421,57362,3,2,302765000,1039,10798,7,1.6,2,48,23,9.4,55204,38,560,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,85783,140987,6129.869565,1,0,5.106382979,291400.385,1.03909137
0,0,8,1,64006,56417,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,63118,17,409,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,120423,183541,16685.54545,1,0,34.24242424,96409.26158,0.893833772
0,0,7,1,8882,69969,1,1,231197000,552,11621,16,7.9,14,50,16,5.7,56930,5,389,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,78851,135781,5028.925926,1,0,8.771929825,418835.1449,1.229035658
0,0,18,2,21972,52451,1,1,141384000,908,11225,14,2.8,8,63,23,8.8,58680,33,415,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,74423,133103,4929.740741,0,1,7.159090909,155709.2511,0.893847989
0,0,,0,6811,53044,1,1,225719000,1550,10654,4,4.3,10,59,16,9.2,54569,19,43,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,59855,114424,3945.655172,1,0,6.413043478,145625.1613,0.97205373
0,0,6,3,5343,52293,2,2,141384000,908,11225,14,2.8,8,63,23,8.8,57077,35,1066,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57636,114713,5735.65,1,0,7.159090909,155709.2511,0.916183401
0,0,16,0,19971,53478,1,2,141384000,908,11225,14,2.8,8,63,23,8.8,55656,26,77,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,73449,129105,5868.409091,0,1,7.159090909,155709.2511,0.960866753
0,0,15,1,0,44708,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,51300,33,873,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,44708,96008,3097.032258,0,1,5.106382979,291400.385,0.871500975
0,0,20,1,67452,69116,0,2,37237000,691,10281,5,5.2,9,27,14,13.4,66516,27,1143,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,136568,203084,22564.88889,0,1,2.014925373,53888.56729,1.03908834
0,0,14,0,13660,54133,0,3,37237000,691,10281,5,5.2,9,27,14,13.4,58373,19,828,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,67793,126166,6308.3,1,0,2.014925373,53888.56729,0.927363678
0,0,8,1,62168,62770,1,1,154062000,1598,11470,3,4.2,6,113,22,3.3,65326,36,284,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,124938,190264,14635.69231,1,0,34.24242424,96409.26158,0.960873159
0,0,,2,65478,64929,1,3,231197000,552,11621,16,7.9,14,50,16,5.7,64569,14,984,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,130407,194976,24372,1,0,8.771929825,418835.1449,1.005575431
0,0,20,0,0,64057,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,56764,38,494,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,64057,120821,4832.84,0,1,6.413043478,145625.1613,1.128479318
0,0,11,2,6690,40723,1,2,52352000,931,8847,12,7.2,16,57,25,5.6,42879,8,303,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,47413,90292,30097.33333,1,0,10.17857143,56232.00859,0.949718977
0,0,5,1,55981,65997,1,3,378428000,1772,9102,18,2.9,5,127,7,2.7,55204,19,78,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,121978,177182,7703.565217,1,0,47.03703704,213559.8194,1.195511195
0,0,30,2,20680,49369,0,1,302765000,1039,10798,7,1.6,2,48,23,9.4,55232,12,783,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,70049,125281,20880.16667,0,1,5.106382979,291400.385,0.893847769
0,0,,2,5389,42940,0,1,302765000,1039,10798,7,1.6,2,48,23,9.4,43182,19,898,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,48329,91511,2408.184211,1,0,5.106382979,291400.385,0.994395813
0,0,,1,3757,24214,2,2,302765000,1039,10798,7,1.6,2,48,23,9.4,24080,22,200,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,27971,52051,52051,1,0,5.106382979,291400.385,1.005564784
0,0,,2,11250,46549,2,1,141384000,908,11225,14,2.8,8,63,23,8.8,40060,27,1100,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,57799,97859,32619.66667,1,0,7.159090909,155709.2511,1.161982027
0,0,5,1,31244,47481,0,3,29260000,941,10951,9,5.8,4,63,8,7.9,48846,14,978,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,78725,127571,3644.885714,1,0,7.974683544,31094.58023,0.97205503
0,0,22,2,3542,61520,2,1,302765000,1039,10798,7,1.6,2,48,23,9.4,56764,14,329,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,65062,121826,4873.04,0,1,5.106382979,291400.385,1.083785498
0,0,14,2,20917,47936,1,1,29260000,941,10951,9,5.8,4,63,8,7.9,53629,17,384,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,68853,122482,4223.517241,1,0,7.974683544,31094.58023,0.893844748
0,0,11,1,4187,74970,1,3,225719000,1550,10654,4,4.3,10,59,16,9.2,67099,10,639,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,79157,146256,16250.66667,1,0,6.413043478,145625.1613,1.117304282
0,0,8,1,63723,60381,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,62839,12,1195,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,124104,186943,10996.64706,1,0,6.413043478,145625.1613,0.960884164
0,0,6,3,16373,64838,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,61735,26,860,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,81211,142946,8934.125,1,0,34.24242424,96409.26158,1.050263222
0,0,7,3,57109,64181,1,3,225719000,1550,10654,4,4.3,10,59,16,9.2,56317,41,410,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,121290,177607,6343.107143,1,0,6.413043478,145625.1613,1.13963812
0,0,16,0,11839,50220,2,3,225719000,1550,10654,4,4.3,10,59,16,9.2,58373,22,380,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,62059,120432,6021.6,0,1,6.413043478,145625.1613,0.860329262
0,0,12,2,12435,63608,3,1,80498000,1573,10555,11,3,1,110,18,4.4,56930,21,317,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,76043,132973,4924.925926,1,0,25,51174.82517,1.11730195
0,0,15,2,0,44182,2,2,154062000,1598,11470,3,4.2,6,113,22,3.3,49429,36,1241,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,44182,93611,18722.2,0,1,34.24242424,96409.26158,0.893847741
0,0,27,0,0,57924,2,3,423384000,1778,13152,10,6.6,15,63,21,7.6,50332,5,406,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,57924,108256,3280.484848,0,1,8.289473684,238123.7345,1.150838433
0,0,8,0,34849,60503,0,2,231197000,552,11621,16,7.9,14,50,16,5.7,67689,19,717,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,95352,163041,13586.75,1,0,8.771929825,418835.1449,0.893837994
0,0,5,2,27416,63111,1,1,225719000,1550,10654,4,4.3,10,59,16,9.2,62761,17,279,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,90527,153288,13935.27273,1,0,6.413043478,145625.1613,1.005576712
0,0,,0,10689,69595,2,3,154062000,1598,11470,3,4.2,6,113,22,3.3,62288,12,244,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,80284,142572,8386.588235,1,0,34.24242424,96409.26158,1.117309915
0,0,19,1,9288,60530,0,3,141384000,908,11225,14,2.8,8,63,23,8.8,59534,15,222,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,69818,129352,7608.941176,0,1,7.159090909,155709.2511,1.016729936
0,0,17,1,58733,54358,2,1,231197000,552,11621,16,7.9,14,50,16,5.7,57918,14,88,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,113091,171009,9000.473684,0,1,8.771929825,418835.1449,0.938533789
0,0,20,1,17661,61752,0,1,225719000,1550,10654,4,4.3,10,59,16,9.2,66589,16,811,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,79413,146002,11230.92308,0,1,6.413043478,145625.1613,0.927360375
0,0,17,1,23911,57080,1,1,80498000,1573,10555,11,3,1,110,18,4.4,56764,29,61,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,80991,137755,5510.2,0,1,25,51174.82517,1.005566909
0,0,32,1,11102,73001,0,2,231197000,552,11621,16,7.9,14,50,16,5.7,64690,27,496,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,84103,148793,7831.210526,0,1,8.771929825,418835.1449,1.128474262
0,0,11,0,0,65865,0,2,29260000,941,10951,9,5.8,4,63,8,7.9,57794,38,144,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,65865,123659,5620.863636,1,0,7.974683544,31094.58023,1.139651175
0,0,7,1,12202,51759,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,60162,27,503,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,63961,124123,15515.375,1,0,5.106382979,291400.385,0.860327117
